questao,gabarito,enunciado,alternativas
152,B,,"['2V\x03WLSRV\x03GH\x03SUDWD\x03QRUPDOPHQWH\x03YHQGLGRV\x03VmR\x03 \x1a\x18\x0f\x03 \x18\x13\x03H\x03 \x15\x18\x11\x03(VVD\x03FODVVL¿FDomR\x03p\x03IHLWD\x03GH\x03DFRUGR\x03FRP\x03D\x03 VXD\x03SXUH]D\x11\x033RU\x03H[HPSOR\x0f\x03D\x03SUDWD\x03 \x1a\x18\x03p\x03D\x03VXEVWkQFLD\x03 FRQVWLWXtGD\x03GH\x03 \x1a\x18\x03SDUWHV\x03GH\x03SUDWD\x03SXUD\x03H\x03\x15\x18\x03SDUWHV\x03GH\x03cobre em 1 000 partes da substância. Já a prata 950 é constituída de 950 partes de prata pura e 50 de cobre em \x14\x03\x13\x13\x13 \x03H\x03D\x03SUDWD\x03 \x15\x18\x03p\x03FRQVWLWXtGD\x03GH\x03 \x15\x18\x03SDUWHV\x03GH\x03SUDWD\x03 SXUD\x03H\x03\x1a\x18\x03SDUWHV\x03GH\x03FREUH\x03HP\x03\x14\x03\x13\x13\x13\x11\x038P\x03RXULYHV\x03SRVVXL\x03\x14\x13\x03JUDPDV\x03GH\x03SUDWD\x03 \x15\x18\x03H\x03GHVHMD\x03REWHU\x03\x17\x13\x03JUDPDV\x03GH\x03SUDWD\x03 \x18\x13\x03SDUD\x03SURGXomR\x03GH\x03XPD\x03MRLD\x11Nessas condições, quantos gramas de prata e de cobre, respectivamente, devem ser fundidos com os 10 gramas GH\x03SUDWD\x03 \x15\x18"" A\x15 \x0f\x15\x18\x03H\x03\x13\x0f\x1a\x18 B\x15\x1b\x0f\x1a\x18\x03H\x03\x14\x0f\x15\x18 C\x15\x1b\x0f\x18\x13\x03H\x03\x14\x0f\x18\x13 D\x15\x1a\x0f\x1a\x18\x03H\x03\x15\x0f\x15\x18 E\x15\x18\x0f\x13\x13\x03H\x03\x18\x0f\x13\x13']"
153,B,,"['Em um aeroporto, os passageiros devem submeter VXDV\x03EDJDJHQV\x03D\x03XPD\x03GDV\x03FLQFR\x03PiTXLQDV\x03GH\x03UDLR\x10;\x03 disponíveis ao adentrarem a sala de embarque. Num dado instante, o tempo gasto por essas máquinas para escanear a bagagem de cada passageiro e o número de SHVVRDV\x03SUHVHQWHV\x03HP\x03FDGD\x03¿OD\x03HVWmR\x03DSUHVHQWDGRV\x03HP\x03XP\x03SDLQHO\x0f\x03FRPR\x03PRVWUDGR\x03QD\x03¿JXUD\x11 35 segundos 5 pessoas25 segundos 6 pessoas22 segundos 7 pessoas40 segundos 4 pessoas20 segundos 8 pessoasMáquina 5 Máquina 4 Máquina 3 Máquina 2 Máquina 1 Um passageiro, ao chegar à sala de embarque desse aeroporto no instante indicado, visando esperar o menor tempo possível, deverá se dirigir à máquina A1. B\x15\x11 C3. D\x17\x11 E5.']"
154,D,,"['$\x03 &RPLVVmR\x03 ,QWHUQD\x03 GH\x03 3UHYHQomR\x03 GH\x03 $FLGHQWHV\x03 &,3$ \x03GH\x03XPD\x03HPSUHVD\x0f\x03REVHUYDQGR\x03RV\x03DOWRV\x03FXVWRV\x03com os frequentes acidentes de trabalho ocorridos, fez, a pedido da diretoria, uma pesquisa do número de acidentes sofridos por funcionários. Essa pesquisa, realizada com uma amostra de 100 funcionários, norteará as ações da empresa na política de segurança no trabalho. 2V\x03UHVXOWDGRV\x03REWLGRV\x03HVWmR\x03QR\x03TXDGUR\x11 Número de acidentes sofridosNúmero de trabalhadores 05 0 1 \x14\x1a\x03 \x15\x03 15 31 0\x17\x03 6 5 \x15\x03 ', 'média do número de acidentes por funcionário na DPRVWUD\x03TXH\x03D\x03&,3$\x03DSUHVHQWDUi\x03j\x03GLUHWRULD\x03GD\x03HPSUHVD\x03p A0,15. B0,30. C0,50. D1,11. E\x15\x0f\x15\x15\x11Fkm r \x15*DO0525AM21*07\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x15\x15']"
155,E,,"['$\x03URVD\x03GRV\x03YHQWRV\x03p\x03XPD\x03¿JXUD\x03TXH\x03UHSUHVHQWD\x03RLWR\x03 sentidos, que dividem o círculo em partes iguais. Uma\x03FkPHUD\x03GH\x03YLJLOkQFLD\x03HVWi\x03¿[DGD\x03QR\x03WHWR\x03GH\x03XP\x03 shopping e sua lente pode ser direcionada remotamente, através de um controlador, para qualquer sentido. A lente da câmera está apontada inicialmente no sentido Oeste e o seu controlador efetua três mudanças consecutivas, a saber: \x87\x031 a\x03PXGDQoD \x03\x14\x16\x18\x9e\x03QR\x03VHQWLGR\x03DQWL\x10KRUiULR \x87\x03\x15a\x03PXGDQoD \x03\x19\x13\x9e\x03QR\x03VHQWLGR\x03KRUiULR \x87\x033a\x03PXGDQoD \x03\x17\x18\x9e\x03QR\x03VHQWLGR\x03DQWL\x10KRUiULR\x11 Após a 3a mudança, ele é orientado a reposicionar a câmera, com a menor amplitude possível, no sentido Noroeste ( NO) devido a um movimento suspeito de um cliente. Qual mudança de sentido o controlador deve efetuar para reposicionar a câmera? A\x1a\x18\x9e\x03QR\x03VHQWLGR\x03KRUiULR\x11 B\x14\x13\x18\x9e\x03QR\x03VHQWLGR\x03DQWL\x10KRUiULR\x11 C\x14\x15\x13\x9e\x03QR\x03VHQWLGR\x03DQWL\x10KRUiULR\x11 D\x14\x16\x18\x9e\x03QR\x03VHQWLGR\x03DQWL\x10KRUiULR\x11 E\x14\x19\x18\x9e\x03QR\x03VHQWLGR\x03KRUiULR\x11']"
156,E,,"['Na teoria das eleições, o Método de Borda sugere que, em vez de escolher um candidato, cada juiz deve criar um ranking de sua preferência para os concorrentes LVWR\x03p\x0f\x03FULDU\x03XPD\x03OLVWD\x03FRP\x03D\x03RUGHP\x03GH\x03FODVVL¿FDomR\x03dos concorrentes). A este ranking é associada uma SRQWXDomR \x03XP\x03SRQWR\x03SDUD\x03R\x03~OWLPR\x03FRORFDGR\x03QR\x03 ranking , dois pontos para o penúltimo, três para o antepenúltimo, H\x03DVVLP\x03VXFHVVLYDPHQWH\x11\x03$R\x03¿QDO\x0f\x03VRPD\x10VH\x03D\x03SRQWXDomR\x03atribuída a cada concorrente por cada um dos juízes. Em uma escola houve um concurso de poesia no qual cinco alunos concorreram a um prêmio, sendo julgados SRU\x03 \x15\x18\x03 MXt]HV\x11\x03 3DUD\x03 D\x03 HVFROKD\x03 GD\x03 SRHVLD\x03 YHQFHGRUD\x03IRL\x03 XWLOL]DGR\x03 R\x03 0pWRGR\x03 GH\x03 %RUGD\x11\x03 1RV\x03 TXDGURV\x0f\x03 HVWmR\x03apresentados os rankings dos juízes e a frequência de cada ranking . ColocaçãoRanking , ,, ,,, ,9 1oAna Dani Bia Edu \x15oBia Caio Ana Ana 3oCaio Edu Caio Dani \x17oDani Ana Edu Bia 5oEdu Bia Dani Caio Ranking Frequência ,\x17 ,, 9 ,,, \x1a ,9 5 ', 'poesia vencedora foi a de AEdu. BDani. CCaio. DBia. EAna. *DO0525AM22*07\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x15\x16']"
157,A,,"['6REUH\x03 XP\x03 VLVWHPD\x03 FDUWHVLDQR\x03 FRQVLGHUD\x10VH\x03 XPD\x03 malha formada por circunferências de raios com medidas GDGDV\x03SRU\x03Q~PHURV\x03QDWXUDLV\x03H\x03SRU\x03\x14\x15\x03VHPLUUHWDV\x03FRP\x03 extremidades na origem, separadas por ângulos de π 6rad, FRQIRUPH\x03D\x03¿JXUD\x11 ', '', '\x106\x105\x104\x103\x102\x101\x105\x106\x104\x103\x102\x1010 1123456 234 56xy Suponha que os objetos se desloquem apenas pelas VHPLUUHWDV\x03 H\x03 SHODV\x03 FLUFXQIHUrQFLDV\x03 GHVVD\x03 PDOKD\x0f\x03 QmR\x03podendo passar pela origem (0 ; 0). Considere o valor de S\x03FRP\x03DSUR[LPDomR\x03GH\x0f\x03SHOR\x03 menos, uma casa decimal. Para realizar o percurso mais curto possível ao longo da malha, do ponto B até o ponto A, um objeto deve percorrer uma distância igual a A21 38⋅⋅+π B22 36⋅⋅+π C23 34⋅⋅+π D24 32⋅⋅+π E25 32⋅⋅+π']"
158,D,,"['8P\x03DUWHVmR\x03SRVVXL\x03SRWHV\x03FLOtQGULFRV\x03GH\x03WLQWD\x03FXMDV\x03 PHGLGDV\x03 H[WHUQDV\x03 VmR\x03 \x17\x03 FP\x03 GH\x03 GLkPHWUR\x03 H\x03 \x19\x03 FP\x03 GH\x03altura. Ele pretende adquirir caixas organizadoras para armazenar seus potes de tinta, empilhados verticalmente com tampas voltadas para cima, de forma que as caixas possam ser fechadas. No mercado, existem cinco opções de caixas organizadoras, com tampa, em formato de paralelepípedo reto retângulo, vendidas pelo mesmo preço, possuindo as seguintes dimensões internas: ModeloComprimento (cm)Largura (cm)Altura (cm) , 88 \x17\x13 ,, 8 \x15\x13 \x14\x17 ,,, 18 5 35 ,9 \x15\x13 \x14\x15 \x14\x15 V \x15\x17 8 \x14\x17 4XDO\x03 GHVVHV\x03 PRGHORV\x03 R\x03 DUWHVmR\x03 GHYH\x03 DGTXLULU\x03 SDUD\x03 conseguir armazenar o maior número de potes por caixa? A, B,, C,,, D,9 EV']"
159,C,,"['', 'prefeitura de um pequeno município do interior GHFLGH\x03 FRORFDU\x03 SRVWHV\x03 SDUD\x03 LOXPLQDomR\x03 DR\x03 ORQJR\x03 GH\x03 uma estrada retilínea, que inicia em uma praça central e termina numa fazenda na zona rural. Como a praça Mi\x03SRVVXL\x03LOXPLQDomR\x0f\x03R\x03SULPHLUR\x03SRVWH\x03VHUi\x03FRORFDGR\x03D\x0380 metros da praça, o segundo, a 100 metros, o terceiro, D\x03\x14\x15\x13\x03PHWURV\x0f\x03H\x03DVVLP\x03VXFHVVLYDPHQWH\x0f\x03PDQWHQGR\x10VH\x03 sempre uma distância de vinte metros entre os postes, até que o último poste seja colocado a uma distância de 1 380 metros da praça. Se a prefeitura pode pagar, no máximo, R$ 8 000,00 por poste colocado, o maior valor que poderá gastar com a FRORFDomR\x03GHVVHV\x03SRVWHV\x03p A5\x07\x03\x18\x14\x15\x03\x13\x13\x13\x0f\x13\x13\x11 B5\x07\x03\x18\x15\x13\x03\x13\x13\x13\x0f\x13\x13\x11 C5\x07\x03\x18\x15\x1b\x03\x13\x13\x13\x0f\x13\x13\x11 D5\x07\x03\x18\x18\x15\x03\x13\x13\x13\x0f\x13\x13\x11 E5\x07\x03\x18\x1b\x17\x03\x13\x13\x13\x0f\x13\x13\x11*DO0525AM23*07\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x15\x17']"
160,C,,"['8P\x03HGLItFLR\x03WHP\x03D\x03QXPHUDomR\x03GRV\x03DQGDUHV\x03LQLFLDQGR\x03 no térreo ( T), e continuando com primeiro, segundo, terceiro, ..., até o último andar. Uma criança entrou no elevador e, tocando no painel, seguiu uma sequência de andares, parando, abrindo e fechando a porta em diversos andares. A partir de onde entrou a criança, o elevador subiu sete andares, em seguida desceu dez, desceu mais treze, subiu nove, desceu quatro e parou no TXLQWR\x03DQGDU\x0f\x03¿QDOL]DQGR\x03D\x03VHTXrQFLD\x11\x03&RQVLGHUH\x03TXH\x0f\x03QR\x03trajeto seguido pela criança, o elevador parou uma vez no último andar do edifício. De acordo com as informações dadas, o último andar do edifício é o A16 o B\x15\x15o C\x15\x16o D\x15\x18o E\x16\x15o']"
161,C,,"[""2\x036DOmR\x03GR\x03$XWRPyYHO\x03GH\x036mR\x033DXOR\x03p\x03XP\x03HYHQWR\x03 no qual vários fabricantes expõem seus modelos mais recentes de veículos, mostrando, principalmente, suas inovações em design e tecnologia. 'LVSRQtYHO\x03HP \x03KWWS \x12\x12J\x14\x11JORER\x11FRP\x11\x03$FHVVR\x03HP \x03\x17\x03IHY\x11\x03\x15\x13\x14\x18\x03 adaptado). Uma montadora pretende participar desse evento FRP\x03GRLV\x03HVWDQGHV\x0f\x03XP\x03QD\x03HQWUDGD\x03H\x03RXWUR\x03QD\x03UHJLmR\x03 FHQWUDO\x03GR\x03VDOmR\x0f\x03H[SRQGR\x0f\x03HP\x03FDGD\x03XP\x03GHOHV\x0f\x03XP\x03FDUUR\x03 compacto e uma caminhonete. Para compor os estandes, foram disponibilizados pela montadora quatro carros compactos, de modelos distintos, e seis caminhonetes de diferentes cores para VHUHP\x03HVFROKLGRV\x03DTXHOHV\x03TXH\x03VHUmR\x03H[SRVWRV\x11\x03$\x03SRVLomR\x03dos carros dentro de cada estande é irrelevante. 8PD\x03H[SUHVVmR\x03TXH\x03IRUQHFH\x03D\x03TXDQWLGDGH\x03GH\x03PDQHLUDV\x03 diferentes que os estandes podem ser compostos é "", 'A104 BC104 CCC42 6222× DAA42 6222× ECC42 62×']"
162,C,,"['Os alunos da disciplina de estatística, em um curso universitário, realizam quatro avaliações por semestre FRP\x03RV\x03SHVRV\x03GH\x03\x15\x13\x08\x0f\x03\x14\x13\x08\x0f\x03\x16\x13\x08\x03H\x03\x17\x13\x08\x0f\x03UHVSHFWLYDPHQWH\x11\x031R\x03¿QDO\x03GR\x03VHPHVWUH\x0f\x03SUHFLVDP\x03REWHU\x03XPD\x03PpGLD\x03QDV\x03quatro avaliações de, no mínimo, 60 pontos para serem aprovados. Um estudante dessa disciplina obteve os VHJXLQWHV\x03SRQWRV\x03QDV\x03WUrV\x03SULPHLUDV\x03DYDOLDo}HV \x03\x17\x19\x0f\x03\x19\x13\x03H\x0350, respectivamente. O mínimo de pontos que esse estudante precisa obter na TXDUWD\x03DYDOLDomR\x03SDUD\x03VHU\x03DSURYDGR\x03p A\x15 \x0f\x1b\x11 B\x1a\x14\x0f\x13\x11 C\x1a\x17\x0f\x18\x11 D\x1a\x18\x0f\x18\x11 E\x1b\x17\x0f\x13\x11']"
163,D,,"['O gerente do setor de recursos humanos de uma HPSUHVD\x03HVWi\x03RUJDQL]DQGR\x03XPD\x03DYDOLDomR\x03HP\x03TXH\x03XPD\x03das etapas é um jogo de perguntas e respostas. Para HVVD\x03HWDSD\x0f\x03HOH\x03FODVVL¿FRX\x03DV\x03SHUJXQWDV\x0f\x03SHOR\x03QtYHO\x03GH\x03GL¿FXOGDGH\x0f\x03HP\x03IiFLO\x0f\x03PpGLR\x03H\x03GLItFLO\x0f\x03H\x03HVFUHYHX\x03FDGD\x03SHUJXQWD\x03HP\x03FDUW}HV\x03SDUD\x03FRORFDomR\x03HP\x03XPD\x03XUQD\x11 Contudo, após depositar vinte perguntas de diferentes QtYHLV\x03QD\x03XUQD\x0f\x03HOH\x03REVHUYRX\x03TXH\x03\x15\x18\x08\x03GHODV\x03HUDP\x03GH\x03QtYHO\x03fácil. Querendo que as perguntas de nível fácil sejam a maioria, o gerente decidiu acrescentar mais perguntas de nível fácil à urna, de modo que a probabilidade de o primeiro participante retirar, aleatoriamente, uma pergunta GH\x03QtYHO\x03IiFLO\x03VHMD\x03GH\x03\x1a\x18\x08\x11 Com essas informações, a quantidade de perguntas de nível fácil que o gerente deve acrescentar à urna é igual a A10. B15. C35. D\x17\x13\x11 E\x17\x18\x11*DO0525AM24*07\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x15\x18']"
164,A,,"['', ""Transferência Eletrônica Disponível (TED) é uma WUDQVDomR\x03¿QDQFHLUD\x03GH\x03YDORUHV\x03HQWUH\x03GLIHUHQWHV\x03EDQFRV\x11\x03 Um economista decide analisar os valores enviados por PHLR\x03GH\x037('V\x03HQWUH\x03FLQFR\x03EDQFRV\x03 \x14\x0f\x03\x15\x0f\x03\x16\x0f\x03\x17\x03H\x03\x18 \x03GXUDQWH\x03 um mês. Para isso, ele dispõe esses valores em uma matriz A [aij], em que 1 did 5 e 1 djd 5, e o elemento aijcorresponde ao total proveniente das operações feitas YLD\x037('\x0f\x03HP\x03PLOKmR\x03GH\x03UHDO\x0f\x03WUDQVIHULGRV\x03GR\x03EDQFR\x03 i para o banco j durante o mês. Observe que os elementos aii 0, uma vez que TED é uma transferência entre bancos distintos. Esta é a matriz obtida para essa análise: A=⎡ ⎣⎢ ⎢ ⎢ ⎢ ⎢ ⎢⎤ ⎦⎥ ⎥ ⎥ ⎥ ⎥ ⎥022 002 1 0 1201 1 022 0 0 301 1 0 Com base nessas informações, o banco que transferiu a maior quantia via TED é o banco A1. B\x15\x11 C3. D\x17\x11 E5.""]"
165,C,,"['Um contrato de empréstimo prevê que quando uma SDUFHOD\x03p\x03SDJD\x03GH\x03IRUPD\x03DQWHFLSDGD\x0f\x03FRQFHGHU\x10VH\x10i\x03XPD\x03 UHGXomR\x03GH\x03MXURV\x03GH\x03DFRUGR\x03FRP\x03R\x03SHUtRGR\x03GH\x03DQWHFLSDomR\x11\x03 1HVVH\x03FDVR\x0f\x03SDJD\x10VH\x03R\x03YDORU\x03SUHVHQWH\x0f\x03TXH\x03p\x03R\x03YDORU\x0f\x03 naquele momento, de uma quantia que deveria ser paga em uma data futura. Um valor presente P submetido a juros compostos com taxa i, por um período de tempo n, produz um valor futuro V determinado pela fórmula VP in=⋅+ 1 Em um contrato de empréstimo com sessenta SDUFHODV\x03¿[DV\x03PHQVDLV\x0f\x03GH\x035\x07\x03\x1b\x15\x13\x0f\x13\x13\x0f\x03D\x03XPD\x03WD[D\x03GH\x03 MXURV\x03GH\x03\x14\x0f\x16\x15\x08\x03DR\x03PrV\x0f\x03MXQWR\x03FRP\x03D\x03WULJpVLPD\x03SDUFHOD\x03 será paga antecipadamente uma outra parcela, desde TXH\x03R\x03GHVFRQWR\x03VHMD\x03VXSHULRU\x03D\x03\x15\x18\x08\x03GR\x03YDORU\x03GD\x03SDUFHOD\x11 8WLOL]H\x03 \x13\x0f\x15\x1b\x1a\x1a\x03 FRPR\x03 DSUR[LPDomR\x03 SDUD\x03 ,Q\x034 3 e \x13\x0f\x13\x14\x16\x14\x03FRPR\x03DSUR[LPDomR\x03SDUD\x03,Q\x03 \x14\x0f\x13\x14\x16\x15 \x11 ', 'primeira das parcelas que poderá ser antecipada junto com a 30a é a A56a B55a C\x18\x15a D51a E\x17\x18a']"
166,E,,"['8P\x03 MRJR\x03 SHGDJyJLFR\x03 XWLOL]D\x10VH\x03 GH\x03 XPD\x03 LQWHUIDFH\x03 DOJpEULFR\x10JHRPpWULFD\x03GR\x03VHJXLQWH\x03PRGR \x03RV\x03DOXQRV\x03GHYHP\x03eliminar os pontos do plano cartesiano dando “tiros”, seguindo trajetórias que devem passar pelos pontos escolhidos. Para dar os tiros, o aluno deve escrever em XPD\x03MDQHOD\x03GR\x03SURJUDPD\x03D\x03HTXDomR\x03FDUWHVLDQD\x03GH\x03XPD\x03reta ou de uma circunferência que passa pelos pontos e pela origem do sistema de coordenadas. Se o tiro for GDGR\x03SRU\x03PHLR\x03GD\x03HTXDomR\x03GD\x03FLUFXQIHUrQFLD\x0f\x03FDGD\x03SRQWR\x03GLIHUHQWH\x03GD\x03RULJHP\x03TXH\x03IRU\x03DWLQJLGR\x03YDOH\x03\x15\x03SRQWRV\x11\x036H\x03R\x03WLUR\x03IRU\x03GDGR\x03SRU\x03PHLR\x03GD\x03HTXDomR\x03GH\x03XPD\x03UHWD\x0f\x03FDGD\x03ponto diferente da origem que for atingido vale 1 ponto. (P\x03XPD\x03VLWXDomR\x03GH\x03MRJR\x0f\x03DLQGD\x03UHVWDP\x03RV\x03VHJXLQWHV\x03pontos para serem eliminados: A \x13\x03 \x03\x17 \x0f\x03 B \x17\x03 \x03\x17 \x0f\x03 C \x17\x03 \x03\x13 \x0f\x03 ', '\x15\x03 \x03\x15 \x03H\x03 E \x13\x03 \x03\x15 \x11 Passando pelo ponto A\x0f\x03TXDO\x03HTXDomR\x03IRUQHFHULD\x03D\x03PDLRU\x03 SRQWXDomR"" Ax = 0 By = 0 Cx \x15 + y\x15 = 16 Dx\x15\x03\x0e\x03 \\\x03í\x03\x15 \x15\x03 \x03\x17 ', '[\x03í\x03\x15 \x15\x03\x0e\x03 \\\x03í\x03\x15 \x15 = 85 54 43 32 21 1 0 6y ', 'xD EB C*DO0525AM25*07\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x15\x19']"
167,D,,"[""'HYLGR\x03DR\x03QmR\x03FXPSULPHQWR\x03GDV\x03PHWDV\x03GH¿QLGDV\x03 SDUD\x03D\x03FDPSDQKD\x03GH\x03YDFLQDomR\x03FRQWUD\x03D\x03JULSH\x03FRPXP\x03 e o vírus H1N1 em um ano, o Ministério da Saúde DQXQFLRX\x03D\x03SURUURJDomR\x03GD\x03FDPSDQKD\x03SRU\x03PDLV\x03XPD\x03 semana. A tabela apresenta as quantidades de pessoas vacinadas dentre os cinco grupos de risco até a data de LQtFLR\x03GD\x03SURUURJDomR\x03GD\x03FDPSDQKD\x11 Balanço parcial nacional da vacinação contra a gripe Grupo de risco3RSXODomR\x03 PLOKmR 3RSXODomR\x03Mi\x03 vacinada PLOKmR \x08 Crianças \x17\x0f\x18 0,9\x15\x13 3UR¿VVLRQDLV\x03GH\x03VD~GH \x15\x0f\x13 1,0 50 Gestantes \x15\x0f\x18 1,5 60 ,QGtJHQDV 0,5 \x13\x0f\x17 80 ,GRVRV \x15\x13\x0f\x18 \x1b\x0f\x15 \x17\x13 'LVSRQtYHO\x03HP \x03KWWS \x12\x12SRUWDOVDXGH\x11VDXGH\x11JRY\x11EU\x11\x03$FHVVR\x03HP \x03\x14\x19\x03D JR\x11\x03\x15\x13\x14\x15\x11 Qual é a porcentagem do total de pessoas desses grupos de risco já vacinadas? A\x14\x15 B18 C30 D\x17\x13 E50""]"
168,D,,"['Durante uma festa de colégio, um grupo de alunos RUJDQL]RX\x03XPD\x03ULID\x11\x032LWHQWD\x03DOXQRV\x03IDOWDUDP\x03j\x03IHVWD\x03H\x03QmR\x03 participaram da rifa. Entre os que compareceram, alguns FRPSUDUDP\x03WUrV\x03ELOKHWHV\x0f\x03\x17\x18\x03FRPSUDUDP\x03\x15\x03ELOKHWHV\x0f\x03H\x03 muitos compraram apenas um. O total de alunos que FRPSURX\x03XP\x03~QLFR\x03ELOKHWH\x03HUD\x03\x15\x13\x08\x03GR\x03Q~PHUR\x03WRWDO\x03GH\x03 bilhetes vendidos, e o total de bilhetes vendidos excedeu em 33 o número total de alunos do colégio. Quantos alunos compraram somente um bilhete?A\x16\x17 B\x17\x15 C\x17\x1a D\x17\x1b E\x1a']"
169,A,,"['8P\x03TXHEUD\x10FDEHoD\x03FRQVLVWH\x03HP\x03UHFREULU\x03XP\x03TXDGUDGR\x03 FRP\x03WULkQJXORV\x03UHWkQJXORV\x03LVyVFHOHV\x0f\x03FRPR\x03LOXVWUD\x03D\x03¿JXUD\x11 8PD\x03 DUWHVm\x03 FRQIHFFLRQD\x03 XP\x03 TXHEUD\x10FDEHoD\x03 FRPR\x03 o descrito, de tal modo que a menor das peças é um WULkQJXOR\x03UHWkQJXOR\x03LVyVFHOHV\x03FXMRV\x03FDWHWRV\x03PHGHP\x03\x15\x03FP\x11 2\x03 TXHEUD\x10FDEHoD\x0f\x03 TXDQGR\x03 PRQWDGR\x0f\x03 UHVXOWDUi\x03 HP\x03 XP\x03 quadrado cuja medida do lado, em centímetro, é ', '14 B12 C72 D64 2\x0e E62 2\x0e']"
170,B,,"['Para decorar um cilindro circular reto será usada uma faixa retangular de papel transparente, na qual está GHVHQKDGD\x03HP\x03QHJULWR\x03XPD\x03GLDJRQDO\x03TXH\x03IRUPD\x03\x16\x13\x83\x03FRP\x03D\x03 borda inferior. O raio da base do cilindro mede π6 cm, e ao HQURODU\x03D\x03IDL[D\x03REWpP\x10VH\x03XPD\x03OLQKD\x03HP\x03IRUPDWR\x03GH\x03KpOLFH\x0f\x03 FRPR\x03QD\x03¿JXUD\x11 O valor da medida da altura do cilindro, em centímetro, é A36 3 B24 3 C43 D36 E7230°*DO0525AM26*07\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x15\x1a']"
171,C,,"[""&RP\x03R\x03DYDQoR\x03HP\x03FLrQFLD\x03GD\x03FRPSXWDomR\x0f\x03HVWDPRV\x03 próximos do momento em que o número de transistores no processador de um computador pessoal será da mesma ordem de grandeza que o número de neurônios em um cérebro humano, que é da ordem de 100 bilhões. Uma das grandezas determinantes para o desempenho de um processador é a densidade de transistores, que é o número de transistores por centímetro quadrado. Em 1986, uma empresa fabricava um processador contendo 100 \x13\x13\x13\x03 WUDQVLVWRUHV\x03 GLVWULEXtGRV\x03 HP\x03 \x13\x0f\x15\x18\x03 FP \x15 GH\x03iUHD\x11\x03'HVGH\x03HQWmR\x0f\x03R\x03Q~PHUR\x03GH\x03WUDQVLVWRUHV\x03SRU\x03 centímetro quadrado que se pode colocar em um SURFHVVDGRU\x03GREUD\x03D\x03FDGD\x03GRLV\x03DQRV\x03 /HL\x03GH\x030RRUH \x11 'LVSRQtYHO\x03HP \x03ZZZ\x11SRFNHW\x10OLQW\x11FRP\x11\x03$FHVVR\x03HP \x03\x14\x03GH]\x11\x03\x15\x13\x14\x1a\x03 DGD SWDGR \x11 &RQVLGHUH\x03\x13\x0f\x16\x13\x03FRPR\x03DSUR[LPDomR\x03SDUD\x03ORJ10\x15\x11 Em que ano a empresa atingiu ou atingirá a densidade de 100 bilhões de transistores? A1999 B\x15\x13\x13\x15 C\x15\x13\x15\x15 D\x15\x13\x15\x19 E\x15\x14\x17\x19""]"
172,B,,"['Uma loja vende automóveis em N parcelas iguais VHP\x03MXURV\x11\x031R\x03PRPHQWR\x03GH\x03FRQWUDWDU\x03R\x03¿QDQFLDPHQWR\x0f\x03 caso o cliente queira aumentar o prazo, acrescentando mais 5 parcelas, o valor de cada uma das parcelas GLPLQXL\x035\x07\x03\x15\x13\x13\x0f\x13\x13\x0f\x03RX\x03VH\x03HOH\x03TXLVHU\x03GLPLQXLU\x03R\x03SUD]R\x0f\x03FRP\x03\x17\x03SDUFHODV\x03D\x03PHQRV\x0f\x03R\x03YDORU\x03GH\x03FDGD\x03XPD\x03GDV\x03 SDUFHODV\x03VREH\x035\x07\x03\x15\x16\x15\x0f\x13\x13\x11\x03&RQVLGHUH\x03DLQGD\x03TXH\x0f\x03QDV\x03WUrV\x03 possibilidades de pagamento, o valor do automóvel é o PHVPR\x0f\x03WRGDV\x03VmR\x03VHP\x03MXURV\x03H\x03QmR\x03p\x03GDGR\x03GHVFRQWR\x03HP\x03nenhuma das situações. Nessas condições, qual é a quantidade N de parcelas a serem pagas de acordo com a proposta inicial da loja? A\x15\x13 B\x15\x17 C\x15 D\x17\x13 E58']"
